,55137.63365,2756.881682,,,,,,,,,,,,,,,,,,,,
Truck,66149,0.954493753,Poor,0,4,Petrol,Manual,1000,21225,0.975049127,13/2/2024,8/6/2025,Second,28422,2,2,13.98004744,1.008127186,New,Good,New,0
Truck,44577,1.027686715,Good,0,2,Electric,Automatic,1000,96117,1.022884056,21/7/2023,6/9/2025,Second,16201,7,1,10.68017306,1.024396085,Worn Out,New,New,0
Truck,47410,1.029049345,Average,5,5,Petrol,Automatic,1500,143394,0.997410528,23/1/2024,4/11/2024,Third,7529,1,1,19.55709817,0.989490744,Good,Good,New,1
Truck,52105,1.00977974,Average,5,3,Electric,Manual,1000,148982,1.001882659,10/5/2023,4/12/2024,First,28163,5,2,12.97040926,1.043512889,Good,New,Weak,1
Truck,57141,1.042271066,Good,1,6,Petrol,Manual,1500,104890,1.045384986,19/1/2024,13/8/2024,Second,21808,8,1,18.67875614,0.960406536,New,New,Weak,1
Truck,79089,1.003167568,Poor,5,7,Diesel,Automatic,2000,80370,0.986789362,8/11/2023,10/3/2025,Second,16818,7,0,11.50273433,1.019292125,Worn Out,Good,New,1
Truck,37473,0.984660063,Good,4,5,Petrol,Automatic,1500,46117,1.024481615,13/5/2023,19/7/2025,Third,19929,9,3,19.36927822,1.044109753,Worn Out,New,New,1
Truck,74824,1.049387425,Poor,4,9,Petrol,Automatic,1500,148154,1.045465529,10/6/2023,27/6/2025,Third,8019,2,3,18.36644963,0.982407087,New,Good,New,1
Truck,68093,1.040278334,Good,0,1,Electric,Automatic,2500,44089,1.023289618,5/12/2023,25/11/2024,Second,18788,2,0,15.48174067,1.014304818,New,Worn Out,New,1
Truck,31013,1.008646317,Poor,3,9,Petrol,Manual,800,20167,1.016755172,20/5/2023,17/10/2024,First,17745,9,0,13.96942039,0.953388792,Worn Out,Worn Out,Weak,1
Truck,67423,1.015576897,Poor,1,5,Electric,Manual,1500,29348,0.994239938,5/10/2023,2/3/2025,First,29981,7,1,12.36013026,0.968112867,Worn Out,Worn Out,New,1
Truck,59276,1.026790804,Poor,0,4,Electric,Automatic,1500,3099,0.996936853,1/5/2023,4/6/2024,Third,23510,8,2,16.68061067,1.027523468,Worn Out,Worn Out,Good,1
Truck,76240,1.034962609,Good,5,9,Diesel,Automatic,1000,4856,1.031411274,24/2/2024,6/9/2024,Second,7434,9,3,13.10549171,1.038976021,New,Worn Out,Good,1
Truck,39554,1.020140503,Average,2,9,Petrol,Manual,1000,140241,0.954184314,2/9/2023,22/6/2024,Third,14775,10,2,11.07086077,0.983433411,New,Worn Out,New,1
Truck,71344,1.048353731,Good,0,6,Electric,Manual,800,148435,0.971221794,27/8/2023,18/8/2024,Second,10828,10,0,19.46136773,1.018045169,New,Worn Out,Good,1
Truck,49979,1.02317009,Poor,2,5,Diesel,Automatic,800,97344,0.974613224,9/9/2023,17/10/2025,First,29188,8,2,17.85719945,0.954274519,New,New,New,1
Truck,50421,0.986074651,Poor,5,7,Diesel,Manual,2000,57924,1.029520118,12/12/2023,25/11/2024,Second,25551,5,0,18.10965885,1.024710319,New,Good,Weak,1
Truck,41002,1.015827259,Good,2,4,Diesel,Automatic,2500,24560,1.022546406,8/4/2023,9/3/2025,Third,6120,4,3,10.78635492,1.041509314,Worn Out,Good,Good,0
Truck,64225,0.954972856,Poor,2,8,Electric,Automatic,2500,112527,1.008623152,20/1/2024,19/1/2025,Second,25525,1,2,18.45005619,0.974590927,Good,Worn Out,Good,1
Truck,35996,1.00192476,Average,0,2,Diesel,Automatic,2500,11882,1.032596872,5/9/2023,5/3/2026,First,24540,7,3,11.32613938,1.039064218,Good,New,Good,0
Truck,39564,0.999313625,Good,3,6,Petrol,Automatic,1000,81768,0.959581733,25/9/2023,16/5/2024,Third,24382,5,1,18.97265221,1.013750475,New,Good,New,0
Truck,44424,1.022346334,Average,3,7,Diesel,Automatic,2000,118084,1.017356752,8/9/2023,13/12/2025,Second,25337,6,0,16.75125299,1.017354776,Good,Good,Weak,1
Truck,45396,0.954578114,Good,5,7,Petrol,Automatic,1000,83308,0.960590931,8/4/2023,26/9/2025,Third,14183,5,0,19.33899131,1.007601441,Good,Good,Weak,1
Truck,47658,1.020256063,Poor,2,3,Petrol,Automatic,1000,69111,0.970646525,15/8/2023,1/10/2024,First,23803,6,3,15.22391143,1.017978887,New,Worn Out,Good,1
Truck,52295,0.993836277,Good,1,2,Electric,Manual,800,36200,0.977693125,7/11/2023,2/8/2025,First,24527,2,1,14.17609031,1.043381156,Worn Out,Worn Out,Good,1
Truck,72686,0.969135447,Average,2,3,Diesel,Manual,2000,23683,1.035523668,6/11/2023,11/9/2024,Third,26121,8,2,12.46660029,0.995972586,New,Good,Weak,1
Truck,61790,0.984872313,Good,0,6,Diesel,Manual,2500,136373,1.044478841,12/12/2023,4/6/2024,Third,11047,9,2,17.59577465,0.967667751,Worn Out,Worn Out,New,1
Truck,66303,1.040650586,Good,0,2,Diesel,Manual,2000,93025,0.998239988,13/7/2023,24/6/2024,Second,25780,8,0,18.52798617,1.033734736,Worn Out,Good,Weak,1
Truck,71952,0.981795557,Poor,2,3,Petrol,Manual,2500,106474,0.984652215,7/2/2024,13/1/2025,First,12814,7,1,11.03159048,1.010540944,Good,New,Good,1
Truck,65809,1.011299093,Poor,1,3,Petrol,Automatic,2000,38186,1.02606963,8/4/2023,3/1/2026,First,19785,5,2,14.91247557,1.027271655,Worn Out,Worn Out,Good,1
Truck,50865,0.966093101,Poor,4,1,Diesel,Automatic,800,54197,0.950337817,17/6/2023,27/6/2025,First,6821,3,3,14.90555643,1.030178759,New,New,Good,1
Truck,67987,1.009809499,Poor,2,3,Petrol,Automatic,2000,145783,1.036958733,19/11/2023,7/2/2026,Third,27294,6,3,11.50649228,1.002466413,Worn Out,Good,Weak,1
Truck,39377,0.957712809,Poor,5,7,Petrol,Manual,800,142669,1.041703435,16/11/2023,12/2/2026,First,27413,6,2,12.31250978,0.965550479,New,New,New,1
Truck,58460,1.025400401,Average,4,5,Petrol,Automatic,2000,81228,0.981652919,11/5/2023,9/5/2024,Third,15400,4,0,17.61109352,1.048505141,Worn Out,Good,Weak,1
Truck,33565,0.995467877,Good,4,1,Petrol,Manual,1000,42284,1.001151572,29/1/2024,5/7/2025,Third,19666,3,0,13.14970398,0.978458477,Worn Out,Worn Out,Weak,1
Truck,79451,0.981109798,Good,2,8,Petrol,Manual,800,1511,0.9580258,21/12/2023,7/11/2025,Third,25574,3,0,10.08273182,1.046613459,New,New,Weak,1
Truck,54394,0.958388639,Average,4,9,Electric,Manual,800,8002,1.024532143,21/8/2023,22/10/2025,Second,14044,3,0,18.71399589,1.020118885,Worn Out,Worn Out,Good,1
Truck,59455,1.030172955,Average,4,4,Petrol,Automatic,2500,35088,1.043907553,28/1/2024,5/2/2025,First,14620,7,3,13.98458262,1.026170037,Worn Out,Good,Weak,1
Truck,67714,1.037889165,Average,2,10,Diesel,Manual,2500,128325,0.977457367,19/4/2023,15/1/2025,First,21505,2,0,15.03538586,0.981291295,Worn Out,Worn Out,Good,1
Truck,70191,0.967518244,Good,1,1,Electric,Automatic,1500,79187,1.043736196,9/8/2023,3/6/2024,Third,20657,1,2,13.34564456,1.041623175,Worn Out,New,Weak,1
Truck,53254,1.005127421,Good,4,10,Diesel,Manual,2500,50002,1.030645764,2/12/2023,31/7/2025,First,13558,4,3,11.61547917,0.994001643,New,Good,Weak,1
Truck,47626,0.98060637,Poor,2,9,Petrol,Manual,2500,15283,0.983827562,12/5/2023,27/8/2025,Second,14741,1,1,16.76199693,0.95673699,Good,Worn Out,Good,1
Truck,58839,0.979045767,Poor,4,2,Petrol,Automatic,2000,54542,0.952998907,29/7/2023,30/11/2025,First,27622,2,0,13.03722535,0.956837592,New,New,Good,1
Truck,44743,1.03669105,Good,2,3,Electric,Manual,2500,48982,0.978667984,23/5/2023,25/6/2025,First,9424,8,2,13.4582674,0.992602646,Worn Out,Worn Out,New,1
Truck,78545,1.022059644,Good,3,9,Diesel,Automatic,2000,99892,0.978719317,27/2/2024,4/2/2026,Third,17712,10,0,12.36206367,0.983996257,Worn Out,New,Weak,1
Truck,42499,1.039787453,Average,2,7,Electric,Automatic,2000,70590,1.018304384,10/4/2023,23/10/2024,Third,7663,9,0,15.5563552,0.987064494,Worn Out,Worn Out,New,1
Truck,70427,0.977080193,Good,1,6,Petrol,Automatic,800,30633,1.009047462,23/5/2023,25/5/2025,Third,16781,7,3,19.06492841,0.967181731,Worn Out,New,New,0
Truck,33481,1.004393161,Good,2,3,Electric,Automatic,1500,124537,0.984718668,30/10/2023,4/4/2025,Third,20205,3,0,12.81194244,0.974879596,Worn Out,New,New,0
Truck,32588,1.041147711,Good,4,2,Diesel,Automatic,800,71133,0.971359502,15/11/2023,14/10/2024,First,29374,2,3,16.70357546,1.019559158,New,Worn Out,Weak,1
Truck,38676,0.990643505,Average,1,3,Petrol,Automatic,800,45854,1.005374299,15/6/2023,16/5/2024,Second,5250,2,2,11.69757675,1.040807927,Worn Out,Good,New,0
Truck,58622,0.992465389,Good,5,2,Petrol,Manual,1000,131405,0.950400743,3/8/2023,20/12/2025,Third,29780,10,1,16.70662831,1.035945436,Worn Out,New,Weak,1
Truck,66611,1.038973072,Poor,4,10,Petrol,Manual,2000,94332,1.035243327,16/8/2023,16/11/2024,First,7117,2,0,15.39521757,0.974262994,Good,New,Good,1
Truck,50451,1.039617694,Average,1,6,Diesel,Automatic,2000,147544,0.969429615,3/9/2023,17/6/2025,Second,18374,8,0,14.01021057,1.033748131,Worn Out,Good,Good,0
Truck,46258,0.957920984,Poor,5,8,Diesel,Automatic,1500,98877,0.993195088,15/1/2024,3/3/2026,First,16367,4,3,13.03461172,0.987677039,New,New,New,1
Truck,57059,0.974411599,Average,1,1,Electric,Manual,1000,98873,1.038794877,19/5/2023,21/12/2025,Second,14302,6,1,16.62412598,1.00077505,New,Good,Weak,1
Truck,75853,0.993818257,Average,3,6,Electric,Manual,800,130001,1.03650702,15/5/2023,24/2/2026,Third,23999,1,0,19.49640969,1.048830695,Worn Out,Worn Out,Good,1
Truck,66933,0.97152795,Average,5,5,Diesel,Manual,800,49606,0.966946701,20/6/2023,7/9/2024,Second,8546,9,0,16.11620506,0.977499013,Worn Out,Worn Out,Weak,1
Truck,49804,1.016376671,Poor,2,6,Diesel,Automatic,1500,39893,0.985692042,16/12/2023,26/5/2024,Second,19548,5,1,10.70912937,1.019390459,Worn Out,Good,Weak,1
Truck,66065,1.020520449,Good,4,5,Petrol,Manual,800,145908,1.02094125,20/11/2023,1/8/2025,Second,20491,1,0,17.60810348,1.01540404,Good,Worn Out,New,1
Truck,52415,1.001647511,Average,3,1,Diesel,Manual,2500,55675,0.97115903,15/4/2023,21/8/2024,Third,5898,8,2,16.71977741,1.038493155,New,New,Weak,1
Truck,36445,1.012291063,Good,1,2,Petrol,Automatic,1500,92884,1.00668984,27/4/2023,5/6/2024,Second,24079,7,1,16.19362674,0.996030599,Good,New,Weak,1
Truck,37345,0.982165972,Average,2,6,Diesel,Manual,1000,149997,1.010000257,20/11/2023,15/2/2026,Second,11870,5,0,17.03229771,1.001202865,New,Worn Out,New,1
Truck,55602,0.951773366,Good,4,2,Petrol,Automatic,2500,26467,1.015038509,20/8/2023,12/9/2024,Second,16537,1,3,16.45193358,0.978348948,Good,Good,Weak,1
Truck,78982,0.960102368,Good,0,7,Petrol,Automatic,1000,90133,1.027680117,21/7/2023,6/12/2024,First,19153,1,1,10.78891294,0.957516915,Good,Good,Good,0
Truck,60473,1.041996545,Poor,3,1,Petrol,Automatic,2000,39762,0.966153114,28/7/2023,27/1/2025,Third,18510,8,1,11.42831178,0.959556659,Good,Good,Weak,1
Truck,50108,0.951225377,Poor,0,7,Petrol,Manual,800,52890,1.048873196,23/1/2024,7/6/2025,Second,25138,10,0,18.18844057,0.997907135,New,Worn Out,New,1
Truck,47082,0.977171827,Good,0,8,Diesel,Automatic,800,24545,1.032503401,6/6/2023,14/4/2025,Third,12296,7,2,15.34142596,1.013567539,Worn Out,Worn Out,Weak,1
Truck,43961,0.95133285,Good,5,3,Petrol,Manual,1000,36860,0.988162193,28/8/2023,26/11/2025,Third,24562,7,1,15.77906985,0.975383127,Worn Out,Good,Weak,1
Truck,53788,0.974509911,Average,5,7,Electric,Automatic,2500,40144,1.033031242,29/7/2023,1/5/2024,First,7137,1,1,12.44990231,0.993115204,New,Good,Good,1
Truck,71644,1.022114509,Average,1,7,Diesel,Automatic,800,96670,1.004279473,11/1/2024,30/3/2025,First,10487,5,3,17.90182004,0.970821312,Good,New,Good,0
Truck,38313,0.995935863,Good,1,4,Diesel,Manual,1000,57242,1.023512027,5/5/2023,14/5/2024,Second,16541,1,2,19.41487628,1.006495176,Worn Out,New,New,0
Truck,42151,0.994018819,Good,0,1,Petrol,Manual,1500,103504,0.992724205,21/7/2023,14/7/2025,First,21053,2,3,10.82664409,1.031889824,Worn Out,Good,New,0
Truck,70227,0.957981827,Poor,2,7,Diesel,Manual,2000,49334,0.964878732,3/9/2023,29/6/2025,Second,10036,7,1,19.4137625,0.97925164,New,New,New,1
Truck,76506,1.013077633,Poor,5,1,Electric,Manual,800,118354,0.968001631,11/11/2023,10/2/2025,Third,6380,3,2,14.28909252,1.008319648,Worn Out,Good,New,1
Truck,60802,0.964010989,Average,3,2,Diesel,Manual,800,63125,1.048280194,13/1/2024,1/10/2025,First,23984,8,3,19.47458123,0.978964665,New,Good,Weak,1
Truck,54415,1.009438748,Poor,4,2,Electric,Manual,800,50072,1.027892019,14/7/2023,26/5/2024,First,6314,6,1,12.17213628,1.034844149,Worn Out,Good,Good,1
Truck,37167,1.009202786,Average,3,8,Petrol,Automatic,2000,98298,0.953592328,2/8/2023,8/1/2026,Second,19210,5,1,15.35303545,0.987199955,Worn Out,Good,New,1
Truck,42465,0.95633197,Good,4,2,Diesel,Automatic,1000,82528,0.992720316,24/6/2023,6/5/2024,Third,25483,5,2,14.82973394,0.985927593,Worn Out,New,New,1
Truck,49263,1.042580755,Average,4,3,Electric,Manual,1000,14778,0.95622939,7/9/2023,25/7/2024,First,8239,2,2,10.04342992,1.045365814,Good,New,Good,1
Truck,75272,0.999626173,Average,4,1,Diesel,Automatic,1500,110053,0.950534316,15/1/2024,19/10/2025,Second,25127,5,1,18.636661,0.97134327,Worn Out,Worn Out,New,1
Truck,54057,0.954059665,Poor,5,5,Petrol,Manual,800,109015,0.996368976,3/6/2023,11/7/2024,Third,7440,3,3,10.9699475,1.010010543,Worn Out,Worn Out,Weak,1
Truck,67065,0.972230471,Poor,3,5,Electric,Manual,1000,11248,1.023719543,4/8/2023,25/11/2024,Third,22891,9,0,15.80441048,1.028902614,Worn Out,Worn Out,New,1
Truck,54813,1.018113446,Poor,2,8,Diesel,Manual,1500,3474,0.976064565,19/2/2024,21/11/2024,Second,18254,2,2,10.29310921,0.991981526,Worn Out,Good,Good,1
Truck,51141,0.956560474,Average,2,5,Petrol,Automatic,1000,148392,1.015103219,20/4/2023,1/4/2025,First,20051,9,3,12.70173388,1.018774138,Worn Out,New,Weak,1
Truck,49800,0.959955614,Poor,4,7,Diesel,Automatic,2000,135996,0.966068853,10/4/2023,9/7/2025,Second,28749,3,2,15.68489263,1.006465131,New,Worn Out,Good,1
Truck,43991,1.036017092,Poor,1,5,Diesel,Automatic,2000,100407,1.04334861,13/10/2023,21/5/2024,First,28001,4,1,13.74970397,0.982305753,New,New,New,0
Truck,62757,0.954195781,Poor,4,4,Diesel,Manual,1500,51638,1.031556571,13/9/2023,23/11/2024,First,26370,2,3,12.7458127,1.018407532,Good,New,Weak,1
Truck,73877,0.968571309,Good,4,2,Electric,Automatic,1500,9432,0.969566502,4/8/2023,27/3/2025,Second,19660,4,3,11.08771476,1.029333814,Good,New,Good,1
Truck,78997,0.994791716,Average,3,3,Petrol,Automatic,800,8763,1.030579226,4/12/2023,16/3/2026,Third,23129,1,1,10.84327791,0.986166271,New,New,Weak,1
Truck,54420,1.032619472,Average,1,4,Electric,Automatic,1500,85063,0.983146897,22/6/2023,28/9/2025,Second,5608,5,1,18.13548101,1.011650868,New,New,Good,0
Truck,69091,0.967124953,Poor,4,1,Electric,Automatic,2500,80384,0.984172306,31/1/2024,2/10/2025,Third,15922,9,0,17.05460967,1.017559456,New,Worn Out,Weak,1
Truck,40861,0.975518986,Average,4,7,Diesel,Automatic,1000,137606,0.99073671,31/10/2023,3/6/2024,First,29057,1,3,15.71060241,1.01832647,Good,New,Weak,1
Truck,43073,0.959600533,Average,0,1,Diesel,Automatic,2500,61184,0.975212089,9/12/2023,27/5/2024,Second,27753,9,0,14.22106012,0.977021685,Worn Out,New,New,0
Truck,41184,0.950845222,Average,4,3,Diesel,Manual,800,50253,1.013318785,11/9/2023,27/10/2024,Second,29879,9,0,14.49812043,0.953044324,New,New,New,1
Truck,38506,1.028050788,Average,1,7,Diesel,Manual,1000,102168,0.987808507,21/12/2023,10/11/2025,Second,11299,4,0,19.41751795,1.033452482,Good,Worn Out,New,1
Truck,31953,1.008733227,Average,0,5,Petrol,Manual,2000,16837,1.006532699,12/1/2024,7/7/2024,First,12144,4,1,12.07823706,1.017888542,Good,Good,New,0
Truck,36675,1.030817389,Poor,5,4,Petrol,Automatic,1500,136881,0.955869761,10/1/2024,25/1/2025,First,23607,9,0,15.6209807,0.998584207,Good,New,Weak,1
Truck,59779,0.965287804,Average,5,9,Petrol,Automatic,1000,116474,1.025148727,17/5/2023,21/10/2025,First,29492,3,0,18.91360866,1.010659165,New,Worn Out,Weak,1
Truck,54687,0.987149853,Good,0,5,Electric,Manual,2500,64072,1.009683649,14/1/2024,7/11/2024,First,7008,1,3,10.42906162,0.976094801,New,New,Good,0
Truck,72736,0.951491967,Good,5,3,Electric,Automatic,2000,31770,0.982064171,18/7/2023,18/4/2025,Third,18651,10,1,18.58791671,0.975178418,New,New,Good,1
Truck,62151,1.02500985,Average,5,1,Petrol,Manual,2000,65144,0.955141618,23/5/2023,27/3/2025,First,15371,1,1,12.77877777,0.99902507,Worn Out,Worn Out,Good,1
Truck,72258,1.010390023,Poor,0,7,Electric,Automatic,2000,87932,1.03560135,17/5/2023,12/1/2025,Third,18486,9,2,18.88861272,0.961642122,Good,Worn Out,New,1
Truck,74637,0.964688181,Good,3,1,Diesel,Automatic,2500,93222,0.973408367,22/10/2023,16/10/2024,Second,16480,4,3,17.15782933,1.030435439,Good,New,New,0
Truck,59808,0.966783484,Poor,1,3,Petrol,Automatic,1000,129061,0.987660279,29/10/2023,22/9/2025,Second,8703,2,0,11.43109906,1.045526651,Worn Out,Worn Out,Good,1
Truck,78257,0.976984397,Poor,3,1,Electric,Manual,2000,25652,0.989274686,30/3/2023,22/9/2024,Second,15144,5,1,10.12431075,1.037540711,Good,New,Good,1
Truck,63435,0.98563737,Good,0,10,Petrol,Manual,2000,92885,0.99390438,19/8/2023,1/7/2025,Third,5617,1,2,16.63237327,1.036141193,Good,Worn Out,New,1
Truck,34370,0.987261912,Poor,4,2,Petrol,Automatic,2500,89793,1.017519335,4/7/2023,12/5/2025,First,26553,7,3,13.91151391,0.970295148,Worn Out,New,Weak,1
Truck,65021,1.007754933,Average,1,5,Electric,Automatic,1500,13245,0.95091006,25/4/2023,8/10/2024,Second,9081,9,0,15.68368592,1.033588102,New,Worn Out,New,1
Truck,79346,1.033184247,Poor,4,1,Electric,Automatic,1500,71716,1.000354816,2/4/2023,22/9/2024,Third,18400,4,2,17.77198877,1.003763702,New,New,New,1
Truck,53709,0.980888049,Poor,2,8,Electric,Automatic,800,66386,0.964801842,19/6/2023,23/6/2025,Second,12357,5,1,12.10483704,0.989458838,Worn Out,Good,Weak,1
Truck,78380,1.002958083,Good,5,7,Diesel,Manual,1500,55508,1.023002054,23/9/2023,12/5/2024,First,16277,4,0,11.61177644,0.98826434,Worn Out,New,Good,1
Truck,32711,1.048492645,Poor,4,2,Electric,Automatic,1000,2208,0.958448843,23/2/2024,24/3/2026,Third,26852,10,0,14.16128344,0.99978979,New,Worn Out,Weak,1
Truck,57011,0.992331542,Poor,5,1,Diesel,Manual,800,38277,0.978937275,8/1/2024,29/12/2025,Second,9729,2,2,18.08848565,0.959688793,New,New,Good,1
Truck,47220,1.04580411,Good,4,9,Petrol,Automatic,1500,84495,1.001421049,14/6/2023,11/5/2024,Third,17632,8,2,15.31871939,1.047728391,New,Good,Good,1
Truck,37044,0.992208953,Poor,5,1,Petrol,Automatic,2000,13618,0.964463658,14/11/2023,15/1/2025,Third,6351,3,3,16.95881648,0.961749477,New,Good,Good,1
Truck,70900,0.961277729,Good,3,3,Electric,Automatic,800,110795,0.950647827,15/4/2023,22/7/2024,Third,12311,1,3,15.15168899,1.031007208,Good,Good,Weak,1
Truck,70547,0.967539298,Good,0,3,Diesel,Manual,1000,145227,1.000960264,11/1/2024,8/8/2024,Third,18452,3,3,15.973041,1.008299825,Good,Worn Out,Good,1
Truck,37122,0.952794977,Average,4,1,Electric,Automatic,2000,40670,1.040260232,14/12/2023,24/9/2025,Second,15183,9,0,11.96602656,0.980774917,Worn Out,Worn Out,Good,1
Truck,45121,1.044961304,Poor,0,7,Electric,Manual,800,63900,0.971433843,20/1/2024,29/9/2024,Third,17635,1,1,14.80692852,1.006287207,Good,New,Good,0
Truck,79075,0.952421062,Good,2,3,Diesel,Automatic,1000,15186,0.976135521,15/2/2024,24/6/2025,First,14150,3,0,18.53848438,1.011804129,Good,New,New,0
Truck,47795,0.989030954,Good,3,10,Electric,Manual,2500,128053,1.034937801,14/7/2023,11/3/2025,Second,16565,5,1,10.10884435,1.03215742,Worn Out,New,New,0
Truck,53068,0.958552298,Average,1,6,Petrol,Manual,1500,83117,0.996761546,27/12/2023,30/8/2025,Second,21256,7,3,19.65410279,0.986241051,New,Worn Out,Weak,1
Truck,67554,0.985937351,Average,5,1,Electric,Automatic,1500,50720,1.049329284,14/7/2023,28/4/2025,First,6949,6,1,18.81576063,0.96847792,New,New,Good,1
Truck,34008,0.97386323,Poor,2,7,Electric,Manual,2500,98087,0.975602541,10/8/2023,10/12/2025,First,18057,6,0,19.97500727,0.991812993,Good,Worn Out,Weak,1
Truck,77261,0.982098626,Poor,1,9,Petrol,Manual,800,2980,0.965004837,14/11/2023,26/12/2024,Third,5174,7,3,13.9710705,1.001014647,Good,Worn Out,New,1
Truck,50756,1.040625096,Average,5,1,Diesel,Automatic,2000,1295,1.038334853,30/7/2023,28/3/2026,Third,12818,1,2,15.7967817,1.00604812,Worn Out,New,Good,1
Truck,38905,1.019451523,Good,0,9,Diesel,Manual,2000,78530,0.98142428,14/9/2023,15/1/2026,Third,9797,8,3,18.46993077,1.020116132,New,Worn Out,New,1
Truck,34686,0.999694796,Poor,5,2,Electric,Automatic,1000,122019,0.971118875,27/10/2023,24/10/2024,Third,14931,8,3,13.0715526,0.998392335,Worn Out,Worn Out,Good,1
Truck,37521,1.032546682,Poor,2,10,Petrol,Automatic,1000,32946,1.028389696,17/6/2023,9/11/2024,Third,9922,10,1,16.99238228,1.01602571,New,Good,New,1
Truck,59919,1.011908279,Good,3,7,Electric,Automatic,2500,118223,1.008868267,17/12/2023,2/12/2024,First,16353,4,3,15.73137893,1.02354621,Good,Good,Good,0
Truck,61210,0.956801757,Poor,5,3,Petrol,Automatic,2000,114392,1.024165458,28/5/2023,10/2/2025,Second,28707,3,3,13.52518049,0.972235809,New,New,Good,1
Truck,78990,0.989962393,Poor,0,8,Diesel,Automatic,800,109557,0.99934516,23/9/2023,21/9/2024,First,22580,9,3,11.48386615,1.008280569,Good,New,Weak,1
Truck,44993,0.976407952,Poor,3,2,Diesel,Automatic,2500,141981,1.037517668,8/5/2023,1/1/2025,Second,14580,1,1,16.74761179,1.000330112,Worn Out,Good,Good,1
Truck,38495,0.95143286,Poor,1,3,Diesel,Manual,2000,98857,1.046701019,28/12/2023,7/7/2025,Third,17563,5,2,12.18275716,0.958123859,New,New,Weak,1
Truck,78995,0.963178549,Average,5,8,Diesel,Automatic,2000,131395,1.000980077,26/8/2023,30/1/2025,First,21706,4,2,15.00484242,0.985793181,New,Good,Weak,1
Truck,47884,0.966673902,Good,2,6,Diesel,Manual,2000,87435,1.008016182,21/7/2023,20/10/2024,Third,24521,2,1,11.19745983,0.992888859,New,New,New,0
Truck,67678,0.98918728,Average,4,9,Petrol,Manual,1000,62891,1.036621178,3/8/2023,27/2/2025,Second,15070,5,3,13.0775753,1.010774495,Good,New,Weak,1
Truck,72987,1.037637573,Poor,4,6,Electric,Automatic,2500,137972,1.027849947,14/5/2023,15/5/2025,Third,28278,3,0,18.5445458,0.972662513,Good,Worn Out,Good,1
Truck,38901,1.02514628,Poor,1,6,Diesel,Automatic,1500,22957,1.035732721,23/9/2023,20/11/2025,Second,26751,4,2,16.35411425,0.97195057,Worn Out,Good,Weak,1
Truck,74939,0.984904374,Poor,1,7,Diesel,Automatic,2500,62443,0.990254259,18/12/2023,10/2/2026,First,19967,2,2,13.54773551,1.044088517,Worn Out,Worn Out,New,1
Truck,39017,1.006362999,Average,0,7,Diesel,Automatic,1500,119933,0.970837189,3/7/2023,22/8/2025,Second,12712,9,2,15.01577289,0.986033296,New,Worn Out,New,1
Truck,65329,0.956911125,Good,0,3,Diesel,Manual,2000,6766,1.047663081,20/7/2023,28/8/2024,Second,16399,4,1,11.71997687,0.965618392,Good,Worn Out,Weak,1
Truck,52240,1.012686006,Average,0,8,Electric,Manual,1000,89683,1.024797911,10/11/2023,25/7/2024,Third,9719,3,1,14.15292717,0.99413479,Worn Out,Good,New,0
Truck,68462,1.004830049,Good,0,4,Petrol,Automatic,800,114658,1.01849878,7/12/2023,18/11/2025,First,9681,9,3,16.42261921,0.951962186,Worn Out,New,Good,1
Truck,35956,0.985977521,Poor,1,7,Petrol,Automatic,2500,66302,0.961658009,6/5/2023,30/11/2025,Second,8383,10,2,14.94796084,1.026297287,Worn Out,New,New,1
Truck,36250,0.98080093,Poor,1,6,Diesel,Manual,2000,87202,0.998098894,30/11/2023,16/10/2025,Third,29586,6,3,14.48011193,0.979169959,Worn Out,Worn Out,Good,1
Truck,71730,1.001730574,Average,2,3,Petrol,Automatic,800,116139,1.012562499,18/7/2023,26/12/2025,Second,12563,3,3,12.14235006,0.950157001,New,New,New,0
Truck,40256,1.028871586,Good,1,3,Diesel,Automatic,1000,83801,0.950062566,4/4/2023,3/3/2025,Second,7465,2,1,18.53328298,0.994418694,New,Worn Out,New,1
Truck,45866,1.027456615,Good,4,4,Petrol,Manual,1500,66899,0.959996051,2/9/2023,7/12/2025,Second,18491,9,3,11.62926578,1.038201067,Good,Worn Out,Good,1
Truck,42633,0.995940016,Poor,4,4,Electric,Automatic,1500,25392,1.011595763,20/11/2023,8/9/2024,First,13747,8,0,18.58787737,1.047068908,Worn Out,Worn Out,Good,1
Truck,62541,1.005653315,Poor,0,1,Electric,Manual,800,90935,1.004159888,28/6/2023,1/9/2024,First,24501,1,3,11.6926249,1.005925089,New,New,Weak,1
Truck,31893,0.966304012,Poor,1,6,Petrol,Manual,2000,147373,0.995508158,18/10/2023,19/1/2026,Second,25476,7,3,10.52739152,0.950690439,New,Worn Out,Good,1
Truck,60653,0.979028727,Poor,0,3,Diesel,Automatic,2000,104617,0.95360985,2/11/2023,23/9/2025,Second,27572,10,0,14.5737361,1.035981138,Good,Good,Weak,1
Truck,34115,0.998953757,Poor,5,2,Petrol,Automatic,2000,2830,1.013993515,7/7/2023,27/4/2025,First,5164,4,2,12.12195689,0.966958067,Good,New,New,1
Truck,41783,0.966798753,Good,3,2,Diesel,Automatic,800,133621,0.988353402,23/5/2023,22/5/2024,Second,23504,7,3,15.49177377,1.033176553,New,New,Weak,1
