Vehicle_Model,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Engine_Size,Odometer_Reading,Last_Service_Date,Warranty_Expiry_Date,Owner_Type,Insurance_Premium,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance
Truck,30848,Poor,0,9,Petrol,Manual,2000,67576,28/5/2023,23/7/2024,Second,14632,8,3,12.86836988,Worn Out,New,New,1
Truck,43420,Poor,2,10,Diesel,Automatic,2000,90208,23/8/2023,29/10/2025,Second,23025,5,3,14.89742681,New,Worn Out,New,1
Truck,69432,Average,2,9,Electric,Manual,2500,110630,4/11/2023,10/4/2025,Second,7945,10,3,12.29540327,Worn Out,Worn Out,New,1
Truck,74960,Average,5,10,Diesel,Manual,2000,127747,7/5/2023,13/6/2024,First,8126,2,3,11.98006377,New,New,New,1
Truck,45126,Poor,2,4,Petrol,Automatic,800,18798,20/4/2023,6/2/2025,First,23197,6,1,19.01654107,New,Worn Out,Good,1
Truck,34807,Good,4,1,Petrol,Automatic,1000,37853,28/12/2023,25/3/2026,Second,23682,10,1,10.45372431,Worn Out,Good,New,1
Truck,31059,Average,0,6,Electric,Manual,2000,58662,21/5/2023,10/12/2024,Second,12559,4,2,10.77165405,Worn Out,Worn Out,Weak,1
Truck,37836,Average,4,10,Electric,Manual,1500,94253,28/7/2023,28/9/2025,Second,12637,4,0,16.20226633,New,Good,Weak,1
Truck,70948,Good,1,3,Diesel,Manual,2000,87792,31/10/2023,21/2/2026,Second,26898,8,3,16.23042319,Worn Out,New,New,1
Truck,65865,Average,3,8,Diesel,Manual,1500,21010,11/11/2023,11/1/2025,Third,14531,6,2,17.81421453,New,Worn Out,Good,1
Truck,71521,Good,0,6,Electric,Manual,1000,98630,31/5/2023,12/7/2024,Third,5690,6,2,19.37052529,Good,Good,Good,0
Truck,68728,Good,0,2,Electric,Manual,2500,127222,7/10/2023,4/5/2025,Third,16956,9,1,17.89167064,New,Good,Good,0
Truck,57511,Average,2,6,Electric,Automatic,1000,133899,13/7/2023,1/8/2025,Second,7306,6,3,16.93265714,New,Good,New,0
Truck,74679,Good,1,7,Diesel,Automatic,2000,96272,10/4/2023,11/12/2025,Second,8900,7,0,11.31258786,Good,Worn Out,Weak,1
Truck,35072,Average,3,1,Diesel,Automatic,1500,77541,1/5/2023,15/7/2025,Second,28843,8,0,12.86060885,Good,Worn Out,New,1
Truck,37698,Good,3,2,Petrol,Manual,800,133133,9/9/2023,30/4/2025,First,15189,8,0,10.11989661,Worn Out,Worn Out,Good,1
Truck,75761,Good,2,9,Diesel,Automatic,1000,82578,5/11/2023,22/7/2025,Third,19330,10,2,11.50461899,Worn Out,New,New,1
Truck,43638,Good,5,8,Electric,Automatic,1500,125381,19/9/2023,13/11/2024,Third,14186,4,3,18.28428669,Worn Out,New,Good,1
Truck,49980,Poor,1,9,Petrol,Manual,1000,44788,27/10/2023,25/5/2025,Third,5888,10,0,12.97962166,New,Worn Out,Good,1
Truck,48682,Poor,4,8,Petrol,Manual,1500,79423,25/2/2024,8/10/2024,Second,8323,2,2,12.37451814,Good,New,Weak,1
Truck,56969,Poor,3,2,Diesel,Manual,2000,137715,6/11/2023,24/6/2024,Second,6252,1,0,17.05632938,Worn Out,Good,Weak,1
Truck,62717,Poor,4,6,Electric,Manual,2500,132883,30/10/2023,7/4/2025,Third,13402,5,3,18.99953754,Good,Worn Out,New,1
Truck,33503,Average,4,4,Petrol,Automatic,800,1623,2/6/2023,11/11/2024,Second,22942,10,0,19.04867858,Good,Worn Out,Weak,1
Truck,42262,Average,5,5,Electric,Manual,2000,21310,5/6/2023,18/11/2025,Third,16405,4,3,15.39664684,New,Good,Good,1
Truck,50040,Average,4,1,Electric,Automatic,2500,88947,29/10/2023,29/11/2025,First,27465,3,2,17.93201788,Good,Good,New,1
Truck,41975,Average,5,6,Diesel,Automatic,1000,57715,16/1/2024,21/3/2026,Second,17518,2,0,13.33908728,Worn Out,New,Good,1
Truck,69275,Average,2,2,Petrol,Manual,800,49152,29/7/2023,23/12/2024,Second,5604,4,0,19.16039706,Good,Good,Good,0
Truck,39770,Poor,5,5,Electric,Manual,1500,79876,21/8/2023,16/9/2024,Second,26676,8,2,13.56334934,Worn Out,Good,New,1
Truck,72938,Poor,5,10,Electric,Manual,2500,116259,7/6/2023,1/9/2024,First,23829,4,0,10.1786051,Worn Out,Worn Out,Good,1
Truck,34871,Average,0,5,Electric,Manual,2000,99214,27/8/2023,7/8/2024,First,11538,9,2,17.26978758,Worn Out,Worn Out,New,1
Truck,74156,Good,0,1,Diesel,Automatic,800,133727,22/5/2023,1/5/2024,Second,25395,10,3,15.22000362,Good,Worn Out,Good,1
Truck,60168,Good,3,1,Electric,Automatic,800,107638,31/7/2023,18/10/2025,First,23448,10,0,13.37407743,New,Good,New,0
Truck,30695,Poor,0,7,Petrol,Automatic,2500,45975,29/1/2024,5/5/2025,First,10535,4,1,10.29328193,Good,New,Weak,1
Truck,35799,Average,4,2,Petrol,Manual,2500,86976,21/11/2023,7/10/2025,First,13316,3,0,17.38177978,Good,Worn Out,New,1
Truck,77892,Good,0,1,Diesel,Manual,2000,121456,26/2/2024,13/12/2024,Second,23073,10,3,16.59926036,Worn Out,New,New,1
Truck,70543,Average,2,5,Electric,Manual,1500,29012,30/7/2023,21/11/2024,First,17093,9,1,13.96735365,Good,Worn Out,New,1
Truck,59541,Poor,1,7,Electric,Manual,2500,97222,24/4/2023,24/5/2024,Second,11354,1,0,15.59924517,New,Good,New,0
Truck,44421,Good,5,3,Electric,Automatic,2000,51267,1/7/2023,22/4/2025,First,10124,9,3,17.00059318,New,Good,New,1
Truck,44958,Poor,1,4,Diesel,Manual,800,135376,27/12/2023,6/6/2025,Third,11764,7,1,17.87992826,Worn Out,Good,New,0
Truck,48583,Average,1,6,Diesel,Automatic,2500,48062,26/8/2023,4/10/2025,Third,27169,6,3,11.43198122,Good,Worn Out,Weak,1
Truck,69454,Good,0,6,Petrol,Manual,800,18036,10/11/2023,14/12/2024,First,7148,1,0,11.48958042,Good,New,New,0
Truck,63722,Good,5,3,Petrol,Automatic,2500,139203,14/4/2023,5/4/2025,First,23636,8,0,13.20361433,Good,Good,Weak,1
Truck,69109,Average,4,6,Electric,Automatic,2000,58831,20/2/2024,13/1/2025,Third,5761,4,3,11.77343281,Worn Out,Good,Weak,1
Truck,61656,Good,2,1,Electric,Automatic,1500,49990,13/8/2023,23/8/2024,Third,18830,10,0,10.05412408,Good,Worn Out,Weak,1
Truck,53435,Good,2,6,Diesel,Automatic,800,122736,10/4/2023,15/10/2024,First,16879,5,2,12.5232242,New,New,Good,0
Truck,74531,Poor,1,5,Electric,Manual,1000,146854,10/4/2023,3/10/2024,Third,10706,9,0,16.08713013,New,Good,New,0
Truck,32337,Poor,4,2,Electric,Automatic,1500,67427,13/2/2024,2/3/2026,Third,7324,2,0,12.83590178,Worn Out,New,Weak,1
Truck,61445,Poor,5,7,Diesel,Automatic,800,106295,3/10/2023,17/7/2025,Third,23271,8,1,13.00591053,New,Good,New,1
Truck,65474,Poor,0,8,Petrol,Automatic,2000,36288,27/2/2024,18/8/2024,First,6283,8,0,15.16723743,Worn Out,Good,Weak,1
Truck,77753,Good,2,4,Electric,Manual,1500,70492,23/6/2023,12/9/2024,Third,8756,7,0,10.54199511,New,Worn Out,Good,1
Truck,65085,Average,2,7,Petrol,Automatic,2500,133275,22/11/2023,12/1/2026,Third,27661,6,1,18.83617841,Good,Worn Out,Good,1
Truck,36778,Average,1,7,Electric,Manual,2000,21135,1/5/2023,10/12/2025,Third,20630,9,0,19.73522781,Worn Out,Worn Out,Good,1
Truck,50008,Poor,4,7,Diesel,Manual,2000,80660,16/2/2024,31/1/2025,Second,21648,7,3,15.5938874,New,Worn Out,Weak,1
Truck,34575,Poor,5,1,Electric,Automatic,1500,99480,3/2/2024,24/11/2024,Second,21629,7,2,14.47153115,Worn Out,New,Good,1
Truck,72277,Good,0,10,Petrol,Manual,2500,68778,27/10/2023,4/5/2024,Second,22253,7,0,15.33719645,New,Good,Good,0
Truck,76338,Average,3,7,Diesel,Automatic,2000,74702,16/4/2023,4/8/2025,First,25654,4,2,11.55466919,New,Worn Out,Good,1
Truck,45618,Average,5,2,Petrol,Automatic,2500,100562,1/10/2023,21/5/2025,First,13636,2,0,14.12101248,New,Worn Out,Good,1
Truck,32573,Good,0,1,Petrol,Manual,2000,91253,22/4/2023,12/6/2025,Second,19652,6,3,12.56215034,Good,New,Good,0
Truck,47646,Good,0,10,Diesel,Manual,1000,62568,9/2/2024,18/1/2026,Third,24975,8,3,16.98984432,Worn Out,New,New,1
Truck,74404,Average,3,4,Diesel,Manual,1000,115399,28/8/2023,17/5/2025,First,15861,10,2,11.75693584,Worn Out,Good,Good,1
Truck,68290,Average,2,3,Electric,Manual,2000,68354,14/5/2023,24/3/2026,Third,5918,8,2,11.92486918,New,Worn Out,New,1
Truck,68716,Poor,1,10,Electric,Manual,1500,119074,5/2/2024,19/8/2024,Third,27190,5,0,18.93062741,New,New,Weak,1
Truck,50744,Good,1,10,Electric,Manual,800,80677,20/7/2023,16/5/2024,First,11341,7,3,16.21234493,Worn Out,New,New,0
Truck,79577,Good,4,9,Diesel,Manual,1000,37051,20/8/2023,17/10/2024,Third,19386,2,2,15.09883207,New,New,Weak,1
Truck,49766,Average,1,1,Diesel,Automatic,2000,132605,3/7/2023,17/10/2024,Third,16806,7,1,10.15509494,Worn Out,Good,Weak,1
Truck,41097,Average,0,7,Diesel,Manual,2500,145473,29/10/2023,8/5/2025,First,7822,1,0,15.73919648,New,Worn Out,Weak,1
Truck,44940,Average,4,7,Electric,Manual,2000,134362,30/10/2023,14/4/2025,Third,27232,3,0,16.23124848,Good,Good,Weak,1
Truck,36189,Good,4,2,Petrol,Manual,2000,36771,13/12/2023,7/11/2024,Third,8018,3,0,15.70367808,Good,New,New,1
Truck,70921,Poor,3,10,Electric,Automatic,1000,103687,28/9/2023,4/12/2025,First,11852,5,2,13.36976641,Good,Worn Out,New,1
Truck,67295,Poor,2,5,Petrol,Automatic,2500,25406,4/2/2024,19/2/2026,Second,24365,5,2,17.23646631,Worn Out,Good,New,1
Truck,42705,Poor,0,2,Petrol,Manual,2500,7396,23/12/2023,29/11/2024,Second,5367,5,1,19.00265137,Worn Out,Worn Out,New,1
Truck,57810,Good,5,1,Petrol,Automatic,2500,120110,9/12/2023,8/1/2025,First,22081,2,3,16.71999243,Good,Worn Out,Weak,1
Truck,58251,Poor,2,9,Diesel,Manual,2500,45946,28/2/2024,9/10/2024,First,6152,2,1,10.05393918,Worn Out,Good,New,1
Truck,71013,Good,1,3,Petrol,Manual,1000,1922,13/8/2023,21/10/2025,Third,27000,7,2,12.13685845,New,Worn Out,Good,1
Truck,40201,Good,2,4,Diesel,Manual,800,37655,20/8/2023,7/5/2024,First,7387,2,3,18.52792153,Worn Out,Good,Weak,1
Truck,57271,Average,3,2,Diesel,Automatic,2000,1157,18/4/2023,6/8/2024,Third,17362,3,2,19.31092854,Worn Out,Worn Out,New,1
Truck,52917,Poor,4,5,Electric,Automatic,2500,98962,18/4/2023,16/1/2026,First,11508,1,3,17.03977441,New,Good,Good,1
Truck,55109,Good,0,1,Petrol,Manual,2000,101355,18/4/2023,16/11/2024,First,15340,5,3,17.36411686,Worn Out,New,Weak,1
Truck,63591,Poor,5,4,Diesel,Automatic,1000,49925,19/11/2023,12/3/2025,Second,12701,4,1,18.72957591,Worn Out,Worn Out,Weak,1
Truck,72064,Average,5,6,Diesel,Automatic,2500,45258,31/8/2023,10/12/2024,Third,13840,8,1,17.62889455,Good,Good,Good,1
Truck,64091,Poor,1,4,Diesel,Manual,2000,148356,29/8/2023,11/4/2025,First,11574,3,0,17.88863164,New,Good,Good,0
Truck,39215,Good,2,2,Diesel,Automatic,1500,141989,20/11/2023,15/6/2025,Third,23208,8,2,19.9501477,New,Good,Weak,1
Truck,31277,Poor,4,10,Electric,Manual,1500,60738,17/5/2023,17/10/2024,Second,24501,10,1,16.74592677,Good,New,Good,1
Truck,52948,Poor,2,5,Petrol,Automatic,1000,15911,26/6/2023,28/8/2024,Second,21359,7,1,17.60111893,New,New,Good,1
Truck,51949,Poor,3,2,Diesel,Automatic,1500,5520,3/8/2023,6/10/2025,Second,20121,4,2,14.8464844,New,Worn Out,Weak,1
Truck,55137,Poor,1,10,Diesel,Automatic,800,2196,26/9/2023,27/11/2024,First,27767,9,2,18.03742445,Worn Out,New,New,1
Truck,71846,Poor,0,5,Petrol,Automatic,1000,149743,18/10/2023,13/11/2025,First,27751,4,2,12.61252746,New,Worn Out,New,1
Truck,34067,Average,3,3,Electric,Manual,2000,87220,5/7/2023,18/11/2024,First,8776,1,3,19.57763856,New,New,Weak,1
Truck,59595,Good,3,8,Diesel,Manual,1000,102284,5/5/2023,10/2/2025,First,24763,3,1,13.09911827,Worn Out,Good,Good,0
Truck,73601,Good,0,7,Diesel,Manual,1500,147970,9/7/2023,27/2/2026,Second,8334,7,2,12.24837068,Worn Out,Worn Out,Good,1
Truck,51323,Average,3,10,Diesel,Automatic,2000,142355,12/5/2023,19/7/2025,Third,22126,2,0,11.0535555,New,New,Good,1
Truck,77189,Average,4,10,Petrol,Manual,1000,73874,31/8/2023,20/5/2024,Third,20826,4,2,13.97474831,Worn Out,Worn Out,Weak,1
Truck,65581,Good,0,9,Diesel,Manual,2500,52937,30/6/2023,18/5/2025,Second,8119,10,3,19.42467778,Good,Worn Out,Good,1
Truck,51387,Average,3,9,Electric,Manual,1500,18779,26/9/2023,5/9/2024,Third,12627,1,1,11.93154064,Good,Good,Good,1
Truck,52711,Poor,5,5,Electric,Automatic,2500,25459,27/10/2023,2/5/2024,Second,14788,2,0,13.41331941,New,Good,Weak,1
Truck,45538,Good,4,4,Diesel,Manual,2500,16238,13/5/2023,21/5/2024,First,15751,7,3,12.70126786,New,Good,Weak,1
Truck,48992,Poor,1,5,Petrol,Manual,2000,30080,12/7/2023,13/10/2025,Third,23678,3,2,16.08635972,Worn Out,Worn Out,Good,1
Truck,49221,Average,0,9,Diesel,Automatic,1500,49071,6/11/2023,28/7/2025,First,21500,4,1,13.50366766,Worn Out,New,Weak,1
Truck,36535,Good,2,7,Electric,Manual,800,110273,15/5/2023,27/10/2025,Third,23091,5,2,19.57766037,Good,Worn Out,New,1
Truck,68482,Poor,4,4,Petrol,Automatic,1000,138994,11/8/2023,18/11/2025,Second,27141,4,2,15.1132754,Worn Out,New,Weak,1
Truck,79674,Average,3,6,Diesel,Automatic,800,139869,14/8/2023,7/12/2025,Third,22134,6,2,15.50926057,New,New,New,1
Truck,59301,Average,0,3,Petrol,Automatic,1000,31396,7/1/2024,28/2/2025,Third,23543,1,0,13.60821433,Worn Out,Worn Out,Weak,1
Truck,41790,Poor,0,3,Petrol,Manual,1500,39762,4/4/2023,10/9/2025,Second,17414,4,3,15.75056954,Worn Out,Worn Out,Good,1
Truck,59176,Poor,0,10,Petrol,Automatic,800,73828,27/6/2023,18/10/2025,Third,15908,7,2,14.86941244,New,Good,Good,0
Truck,54167,Good,2,2,Electric,Manual,1500,74951,29/10/2023,28/10/2024,Second,6302,9,0,18.97883571,New,New,Good,0
Truck,67628,Poor,0,9,Petrol,Automatic,800,10268,12/7/2023,12/8/2024,Second,16801,1,3,11.49696338,Good,Worn Out,Weak,1
Truck,65279,Average,4,4,Diesel,Automatic,2000,17597,3/11/2023,16/2/2026,Second,23714,2,1,11.67236179,Worn Out,New,New,1
Truck,46091,Poor,2,10,Diesel,Automatic,2500,65663,17/4/2023,28/3/2026,First,15248,8,3,13.93723362,Good,Good,Good,1
Truck,55300,Poor,5,5,Electric,Manual,1500,64150,13/11/2023,23/7/2025,Third,17483,8,3,13.33257105,Good,Good,Weak,1
Truck,53830,Poor,2,3,Electric,Automatic,2000,17087,13/5/2023,11/7/2024,First,9465,9,2,17.1851494,Good,New,Good,1
Truck,40488,Average,4,8,Petrol,Manual,800,21434,27/10/2023,22/3/2026,Third,10423,9,0,17.36743116,Good,Good,New,1
Truck,70865,Poor,5,4,Diesel,Automatic,2000,87184,20/6/2023,25/7/2025,First,8760,1,1,19.49205558,Worn Out,Worn Out,Good,1
Truck,48884,Good,2,6,Petrol,Automatic,800,41455,23/11/2023,2/12/2024,First,11098,2,0,13.38078474,Worn Out,Good,Weak,1
Truck,55841,Average,2,10,Electric,Automatic,2000,38680,17/6/2023,21/10/2024,First,7479,5,3,16.05764871,Worn Out,New,Good,0
Truck,41594,Good,0,1,Diesel,Automatic,1000,31469,3/4/2023,15/3/2026,Third,7927,7,2,17.47627932,New,Good,Weak,1
Truck,42178,Good,5,3,Petrol,Manual,2500,17664,9/9/2023,11/7/2024,First,18454,8,2,14.02564278,New,New,Weak,1
Truck,72227,Good,3,2,Electric,Automatic,2000,113294,21/6/2023,28/10/2025,First,27797,4,2,15.23289188,Good,Worn Out,New,1
Truck,55263,Average,3,7,Diesel,Manual,800,9286,22/2/2024,18/1/2025,Second,26035,6,2,11.4833881,Worn Out,Good,Weak,1
Truck,56007,Average,5,9,Electric,Automatic,2500,83640,17/4/2023,5/12/2024,Third,21291,7,3,15.99390036,Worn Out,New,Good,1
Truck,38186,Good,1,2,Petrol,Manual,1500,17241,22/8/2023,23/12/2024,Second,15921,7,1,15.98055608,New,New,Weak,1
Truck,44186,Average,4,3,Petrol,Manual,1000,82955,3/1/2024,17/11/2025,First,27966,6,2,17.37428092,Worn Out,Good,Good,1
Truck,63286,Average,0,3,Petrol,Manual,2500,9188,28/12/2023,1/12/2025,Second,23319,10,1,18.70495334,Good,Worn Out,New,1
Truck,49454,Poor,5,8,Diesel,Manual,1000,13607,16/12/2023,25/1/2026,Third,27027,4,0,13.33793056,New,Good,New,1
Truck,75251,Good,5,5,Petrol,Manual,1000,16915,10/12/2023,31/1/2026,Third,25727,1,0,13.93396169,Good,Worn Out,Good,1
Truck,54421,Poor,0,5,Electric,Automatic,1000,82985,3/6/2023,18/2/2025,Second,22579,5,2,16.09142087,New,Worn Out,Good,1
Truck,49302,Poor,0,5,Diesel,Automatic,2000,109607,10/5/2023,18/10/2024,Second,5747,2,2,17.45917549,Good,Worn Out,Good,1
Truck,43586,Average,4,10,Petrol,Automatic,2000,88877,21/6/2023,23/7/2024,Third,23931,10,3,13.2224106,New,Worn Out,New,1
Truck,58709,Good,1,3,Petrol,Automatic,800,147123,6/10/2023,24/5/2024,Second,10071,3,2,12.07545818,Good,New,Good,0
Truck,57789,Average,1,6,Diesel,Manual,1500,81457,19/12/2023,19/11/2025,Third,27092,9,1,13.77322259,Good,Worn Out,Weak,1
Truck,34275,Average,4,2,Electric,Manual,1500,39390,2/4/2023,23/8/2024,First,22351,10,2,10.95473045,Worn Out,New,New,1
Truck,55648,Good,5,8,Electric,Manual,1000,44759,24/11/2023,7/11/2024,First,17626,7,1,10.18781259,Worn Out,Good,New,1
Truck,39249,Poor,1,8,Petrol,Manual,1000,124725,22/5/2023,15/12/2024,Third,27537,10,2,12.15987188,Good,New,Good,1
Truck,45062,Poor,0,9,Petrol,Automatic,2500,31800,22/7/2023,20/4/2025,Second,5510,1,2,10.00850065,Good,New,Good,0
Truck,46821,Poor,3,2,Petrol,Manual,2500,14969,1/6/2023,23/3/2025,Third,9754,8,2,18.90233603,Good,New,Good,1
Truck,31357,Poor,1,4,Electric,Manual,800,9991,23/4/2023,28/8/2024,Third,24592,7,2,14.41432979,Good,New,Good,0
Truck,62957,Poor,0,2,Electric,Manual,1000,79755,27/11/2023,10/12/2024,Second,24660,7,3,10.59989184,Good,Good,Weak,1
Truck,75803,Average,2,10,Petrol,Automatic,800,77020,8/5/2023,5/11/2024,First,17898,10,3,13.32917765,Worn Out,Good,New,1
Truck,35574,Good,3,7,Electric,Manual,1500,29615,15/11/2023,22/10/2024,First,10174,5,3,15.49505398,Good,New,Good,0
Truck,68009,Average,5,5,Petrol,Automatic,2500,24515,5/2/2024,1/6/2025,Third,11635,2,3,19.7302717,New,New,Weak,1
Truck,59708,Poor,5,5,Diesel,Manual,1500,123875,8/4/2023,16/6/2024,Second,25829,4,0,12.72133715,Good,Good,Weak,1
Truck,42953,Average,0,7,Diesel,Automatic,2000,130989,16/2/2024,29/5/2024,Second,22210,10,3,13.71061443,Worn Out,Good,Good,1
Truck,30954,Poor,5,7,Electric,Manual,800,95124,3/11/2023,9/9/2024,First,9768,9,0,11.63949155,Good,Good,New,1
Truck,73722,Average,2,7,Electric,Manual,800,51528,10/1/2024,15/11/2024,Third,8406,8,1,18.81493401,New,Worn Out,New,1
Truck,40238,Poor,4,7,Diesel,Automatic,2500,50532,27/12/2023,28/5/2024,Second,20453,8,2,10.19737593,Worn Out,New,Weak,1
Truck,41781,Poor,1,9,Diesel,Automatic,1000,77959,15/4/2023,3/8/2024,Third,9222,5,3,14.83599816,New,Good,Weak,1
Truck,39923,Average,3,7,Electric,Automatic,1500,2824,19/4/2023,17/5/2025,Second,25991,7,1,18.15714765,Good,Worn Out,Good,1
Truck,49100,Average,5,5,Diesel,Automatic,2000,1486,15/12/2023,11/3/2026,Third,24695,5,2,10.42444381,Worn Out,Good,Good,1
Truck,68333,Good,0,2,Electric,Automatic,2500,105707,8/5/2023,21/7/2024,Second,6540,9,2,14.16838094,Good,Good,Good,1
Truck,51282,Good,2,7,Diesel,Manual,800,92555,2/8/2023,30/1/2026,First,6781,5,3,19.63230882,Good,Worn Out,Weak,1
Truck,36128,Average,1,9,Petrol,Manual,2000,3718,2/12/2023,2/4/2025,First,28688,9,0,18.51476186,Good,New,Good,0
Truck,34937,Average,5,4,Diesel,Automatic,1500,12121,22/9/2023,25/7/2024,Third,8767,7,1,11.12663136,Good,Good,New,1
Truck,39497,Average,3,4,Diesel,Automatic,2000,49405,14/8/2023,2/10/2025,Second,21914,3,0,15.31370541,Good,Good,Good,1
Truck,64699,Average,4,10,Electric,Manual,1500,102650,1/2/2024,18/3/2026,Second,22052,1,2,11.33024887,Worn Out,New,Good,1
Truck,44753,Average,5,4,Electric,Manual,800,61894,14/6/2023,24/5/2024,Second,13278,1,0,19.74204879,Worn Out,New,Weak,1
Truck,43751,Average,3,8,Diesel,Automatic,1000,138780,17/7/2023,30/5/2024,Second,13206,9,3,18.99575068,New,Worn Out,Good,1
Truck,79601,Average,5,2,Electric,Manual,1000,57910,16/11/2023,16/3/2026,First,17510,3,3,16.46690338,Worn Out,Worn Out,New,1
Truck,32140,Good,1,8,Petrol,Automatic,1000,70176,24/1/2024,2/5/2025,First,29840,4,0,16.11942108,New,New,Weak,1
Truck,48523,Good,2,2,Electric,Automatic,1500,20852,22/6/2023,3/1/2025,Third,24792,10,1,13.17422286,Worn Out,Worn Out,Weak,1
Truck,68774,Average,0,3,Electric,Automatic,2000,90209,5/8/2023,18/5/2025,First,28538,4,3,12.76457265,Worn Out,Good,Good,0
Truck,54048,Average,4,4,Diesel,Manual,800,128126,7/12/2023,2/12/2024,First,9035,6,2,11.97668534,Worn Out,Good,Weak,1
Truck,41941,Good,5,1,Diesel,Automatic,800,47449,16/4/2023,6/5/2025,Second,12890,8,1,11.45589109,Worn Out,Good,New,1
Truck,47578,Average,0,5,Petrol,Automatic,1000,116993,1/12/2023,30/6/2024,First,15083,3,3,19.70306627,Worn Out,Good,Good,0
Truck,69103,Average,5,10,Petrol,Automatic,800,79666,7/1/2024,11/8/2024,First,19367,2,0,11.23771944,New,New,Weak,1
Truck,38101,Average,1,7,Diesel,Automatic,2500,54361,7/2/2024,26/5/2025,Second,11686,7,0,12.3994884,New,Good,Good,0
Truck,52827,Average,3,7,Electric,Automatic,800,91129,21/2/2024,16/8/2025,Second,20659,8,2,17.4650591,Good,New,Weak,1
Truck,34909,Average,1,9,Petrol,Manual,1500,69365,5/10/2023,14/3/2026,Third,5755,4,3,10.10311568,New,New,New,0
Truck,41511,Average,0,8,Electric,Automatic,800,61193,4/11/2023,10/5/2024,First,28840,6,1,11.32517184,Worn Out,Good,Weak,1
Truck,71502,Average,3,5,Petrol,Automatic,1500,147295,24/2/2024,23/5/2024,Second,5432,2,1,10.54057296,New,Good,New,1
Truck,70749,Good,5,4,Petrol,Manual,800,88879,2/5/2023,21/1/2026,Second,27257,7,2,12.90862589,Worn Out,Good,Good,1
Truck,50153,Poor,1,2,Electric,Manual,2500,114457,22/1/2024,6/7/2024,First,23660,8,2,10.94233395,Worn Out,New,New,1
Truck,39351,Poor,0,3,Electric,Manual,1000,25711,21/7/2023,8/6/2025,Second,8237,10,3,11.30546057,New,Good,New,1
Truck,47125,Good,5,1,Petrol,Automatic,2000,37738,8/5/2023,31/7/2025,Second,19247,9,3,19.45944691,Worn Out,New,Weak,1
Truck,69781,Poor,0,3,Electric,Automatic,2500,78856,26/5/2023,12/1/2025,Third,28834,2,1,17.99130422,Good,Good,Good,0
Truck,35445,Good,5,5,Petrol,Manual,800,75569,13/11/2023,19/1/2026,First,25452,2,1,14.99422166,New,Good,Good,1
Truck,33058,Poor,1,7,Diesel,Manual,2500,3985,6/8/2023,15/2/2026,Third,5711,3,2,11.75827033,Worn Out,Good,Good,0
Truck,30397,Poor,0,6,Electric,Automatic,2000,119925,20/6/2023,9/5/2024,First,26850,9,2,13.51858425,Good,Good,Good,1
Truck,36223,Poor,0,2,Petrol,Automatic,2500,60782,5/6/2023,13/2/2025,First,25952,4,1,11.90570655,Worn Out,New,Weak,1
Truck,56687,Average,0,4,Diesel,Automatic,2000,134751,3/12/2023,6/11/2024,First,19033,7,1,11.90806782,Worn Out,Worn Out,New,1
Truck,75758,Poor,4,8,Petrol,Automatic,2500,22556,9/1/2024,14/9/2024,Second,20598,1,0,17.43742699,Good,New,Weak,1
Truck,38574,Average,0,1,Diesel,Automatic,800,107171,2/2/2024,6/1/2026,Second,13944,4,1,14.10978504,New,Worn Out,New,1
Truck,37629,Poor,0,1,Petrol,Manual,800,139734,19/11/2023,27/5/2024,Third,15101,8,2,16.42923874,Worn Out,Worn Out,Weak,1
Truck,51792,Poor,4,3,Diesel,Automatic,1500,103864,15/7/2023,5/5/2025,Third,20158,8,3,10.77390963,Good,Good,New,1
Truck,30542,Poor,2,2,Petrol,Manual,2500,8303,22/10/2023,29/10/2025,Second,22646,7,2,15.16364388,New,Good,New,1
Truck,30460,Good,2,7,Diesel,Automatic,1000,58252,25/6/2023,9/12/2025,Second,28149,6,0,14.57956875,Worn Out,Worn Out,Weak,1
Truck,72638,Poor,1,1,Electric,Automatic,2000,147150,2/11/2023,28/7/2024,First,22862,7,1,19.45709748,Worn Out,Good,Weak,1
Truck,71639,Poor,0,6,Diesel,Automatic,800,19662,12/5/2023,18/5/2024,Third,21428,3,3,18.99796896,Good,Good,Good,0
Truck,33334,Poor,0,2,Diesel,Automatic,1500,66215,16/6/2023,20/6/2024,First,23171,1,0,17.47773351,New,Worn Out,New,1
Truck,64164,Poor,4,9,Diesel,Automatic,1500,33882,4/1/2024,2/1/2025,Second,18400,4,1,16.49401093,Worn Out,New,Weak,1
Truck,55175,Good,4,8,Electric,Manual,800,54125,19/12/2023,4/11/2024,Third,25022,5,2,16.90525588,New,Good,Good,1
Truck,34184,Poor,5,2,Diesel,Automatic,2000,105407,16/7/2023,27/2/2026,Third,12461,5,2,11.40866581,New,Worn Out,Good,1
Truck,32304,Average,4,3,Diesel,Manual,2000,132806,27/2/2024,4/11/2024,Third,9584,7,3,14.01769574,Good,Good,Good,1
Truck,33403,Average,5,7,Diesel,Manual,1500,6302,23/8/2023,3/11/2025,Third,8218,9,2,12.59098698,Good,Good,Good,1
Truck,63614,Good,5,6,Petrol,Manual,800,63731,13/5/2023,6/5/2025,First,17701,6,0,12.18907903,Good,New,Weak,1
