,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Engine_Size,Odometer_Reading,Owner_Type,Insurance_Premium,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Days_since_last_service,Warranty Days remaining,Transmission_Type_Manual,prob,prediction
2292,29450.91001,0,0,4,2500,58923.54765,2,12516.4978,3,2,13.80739705,0,0,448,-101,True,0.9425318790686439,1
1288,38313.42749,2,0,5,2500,141168.442,2,14919.93035,5,1,14.85771313,1,1,416,515,False,0.3396321767220568,0
576,65104.122,1,0,8,2500,46900.53213,2,14395.21605,3,2,15.67175312,2,1,461,102,False,0.07350802856317441,0
2804,48585.83151,1,2,8,1000,58266.84742,1,24407.82664,6,3,19.08931808,0,0,416,-4,True,0.9559452457264958,1
1196,48505.60366,2,2,9,800,76049.99918,0,26660.56434,5,2,11.91383432,1,2,373,-160,True,0.15153110681458207,0
1397,40155.54421,1,2,9,2000,38994.23506,2,19433.20974,8,0,14.95702022,2,1,548,206,True,0.173824541267556,0
2245,40583.82198,0,2,8,2500,11261.82961,0,9998.030951,8,0,17.25818235,1,1,550,223,True,0.5156874116488086,1
528,73180.45349,2,2,10,800,64038.68947,2,28606.87962,1,3,16.14241297,1,1,538,345,False,0.2813288729888962,0
176,58176.19445,2,3,2,1000,121928.2189,2,14265.38684,3,0,17.55415123,1,1,264,16,False,0.22556140654095466,0
680,31284.99403,2,0,1,1500,51150.64683,0,9030.814931,6,0,10.65532678,0,1,388,321,False,0.18230863512132864,0
422,68209.82735,0,0,4,1000,9883.033275,0,13195.91376,4,0,15.73964289,0,1,403,327,False,0.12913649663030474,0
1910,57677.38607,2,0,9,1500,117031.1914,0,29074.19299,5,1,14.59860332,2,0,434,39,True,0.976319130216189,1
1847,36400.06428,1,3,4,1500,18378.84969,0,13548.12288,9,0,10.32333857,2,1,281,323,True,0.6499537443765385,1
1271,75307.77645,2,0,10,2500,102887.7684,0,19120.54931,5,2,10.61170613,2,2,416,488,False,0.29791494065574936,0
676,58419.62682,0,1,3,800,54691.93802,0,18934.33016,8,1,11.27754779,0,2,247,431,False,0.3342176519301131,0
776,52680.41569,2,1,5,800,17850.17859,2,23075.14316,9,0,15.22751741,1,1,260,491,True,0.20050413577435633,0
2890,40573.15051,1,3,6,1000,85647.67033,0,7088.713028,1,0,16.96089106,0,2,553,148,False,0.6214423070801747,1
3158,47012.79216,1,1,10,800,111252.2852,1,19705.0792,6,2,15.73456963,1,1,407,320,False,0.15915711989314085,0
288,71244.52125,2,3,1,1500,72789.83233,1,12924.89338,9,0,18.07844424,2,1,539,341,True,0.28378094942497123,0
2476,55072.45294,2,4,4,2000,63130.57367,2,14259.93702,3,3,11.97124398,1,1,344,-118,True,0.9352435437369649,1
2353,50389.76281,2,0,9,800,94483.47332,0,25519.62679,6,0,15.81967353,0,1,513,123,False,0.18961613141760203,0
3044,58196.31523,1,5,3,800,14124.46218,0,6303.87401,10,1,14.77123997,1,0,390,488,True,0.9965224358974359,1
3434,38761.35605,2,0,4,2500,52271.86368,0,29277.64001,6,2,17.2577586,0,0,382,104,False,0.9629365981240982,1
177,34169.58983,0,1,5,2500,77000.73668,2,18554.85053,5,2,19.06187844,1,1,473,195,True,0.13192331330305404,0
794,59842.45337,2,2,6,1500,31569.74225,1,12664.5455,2,0,10.7972583,2,1,552,422,False,0.14826708611722877,0
3430,35436.253,1,3,3,1000,25124.44792,2,25711.02835,1,2,17.50058987,2,1,323,416,True,0.8362369019869023,1
2951,77911.34039,1,0,4,800,29574.99717,2,10663.76455,6,2,16.26137162,1,2,269,80,False,0.1782854867118606,0
3195,37450.841,0,3,6,1000,87869.49706,2,21584.93072,7,1,16.08765016,1,2,461,221,False,0.9277483853972825,1
370,33057.63595,1,1,9,2500,97807.05733,1,16244.9483,4,3,15.9375889,1,1,292,91,True,0.09805522255522257,0
2933,66504.67637,2,4,1,1000,97246.01224,1,8544.062306,2,1,16.38271724,0,1,529,-6,True,0.928804036649625,1
598,59592.23478,1,1,2,2500,81445.28572,2,16242.73763,2,3,14.01750137,1,1,435,248,False,0.12357048400730675,0
2154,33917.35049,0,5,5,2000,120939.9469,1,12547.7899,10,3,20.0485036,0,2,553,297,False,0.9474617882117881,1
2962,74256.02945,0,1,9,2500,17279.94547,0,16679.02527,3,2,10.15826676,1,2,532,321,True,0.17077410461485543,0
1983,54442.24121,1,2,4,2000,67668.18214,1,26271.58135,6,0,18.91145091,0,1,431,416,False,0.25310760369661295,0
1091,63062.9396,2,0,10,1000,9377.333843,2,22039.80123,3,0,16.19988617,0,1,481,141,False,0.14737235090331066,0
2421,41442.12803,2,2,2,1500,92911.84614,2,26145.10633,8,0,12.79187126,1,0,257,189,True,0.9528974393661893,1
1985,68982.89988,0,5,9,1500,102143.6387,1,16634.38056,10,1,15.57396268,0,1,389,475,False,0.9728048756798756,1
1231,79198.79887,1,2,7,1000,151960.2987,0,27089.03225,1,0,20.0901842,2,1,414,504,False,0.405648871048542,0
141,63004.2598,2,0,7,2500,108714.2659,1,17897.71909,2,2,11.69827549,0,1,479,423,True,0.1570322604811769,0
1850,58075.44072,2,3,1,800,98029.81591,1,24442.5241,2,3,19.46863277,0,0,331,-29,True,0.9366632393341952,1
665,56077.42202,0,0,8,800,111579.711,0,22824.65674,9,1,11.80328133,2,2,557,-56,True,0.18987884929612872,0
2345,64457.38574,0,3,3,1500,104837.1196,0,17149.97882,5,3,15.49638967,1,1,328,156,True,0.9289580168605904,1
1835,73150.06898,1,4,6,2000,130585.4464,2,27997.34473,7,0,14.84580243,2,1,446,253,False,0.971491113053613,1
654,32756.74238,2,2,4,1000,132657.5571,1,27277.79492,10,1,12.33429847,0,1,570,246,False,0.24331842973203263,0
471,79205.95775,1,1,10,2000,146626.9082,0,16441.44784,8,0,17.03387946,0,2,478,85,False,0.26793307787955456,0
1052,73694.31423,1,0,3,2500,53082.8404,1,15462.98513,3,3,13.30473494,0,1,446,-117,True,0.09896572177822179,0
3275,72856.77469,0,2,5,800,109202.6577,0,14488.68282,7,2,17.10952709,2,2,554,310,False,0.5856923118268899,1
1108,34032.42382,2,0,4,1500,122815.6078,1,22750.84834,6,2,13.30054917,1,1,397,-134,True,0.08903756960553709,0
787,47233.48467,1,1,7,2000,34394.7641,2,19295.13154,9,0,16.62468756,2,1,572,123,True,0.12425496725496728,0
2633,75837.6149,2,0,9,1500,107924.3516,2,9954.876604,6,0,9.988844699,1,1,486,269,True,0.2128742655156161,0
867,59422.47893,2,2,4,2500,9927.770769,2,13372.39364,6,1,12.96251939,2,2,314,67,True,0.17686264243713093,0
3057,74565.56574,2,5,4,2500,134204.0188,1,11531.92022,9,0,19.01856554,2,0,343,329,False,0.9945089285714286,1
1163,47101.30061,0,0,7,800,62235.04956,2,17136.44539,1,1,14.3337916,1,2,278,-26,True,0.12548623925094515,0
195,68862.56668,0,0,6,2500,82331.74886,1,8565.356749,5,1,18.25550344,0,2,481,-145,True,0.10138075362030469,0
532,82380.21808,2,1,8,2500,78011.83801,2,9217.887331,4,1,13.759905,2,2,485,-176,True,0.15890749875124877,0
2230,40599.27127,0,4,9,800,41889.41388,2,23416.73335,2,3,17.37012789,1,2,571,358,False,0.9350741129785247,1
2171,37491.07331,2,0,9,1500,1658.483924,1,30632.36134,8,0,14.61176374,1,2,484,500,True,0.2421990775462516,0
1029,82585.61992,1,2,9,1000,131823.0919,0,11352.07677,4,2,18.70871169,0,2,345,238,False,0.2808062401242548,0
1042,38343.67322,1,0,1,2000,125895.665,1,15293.82726,5,0,14.6453971,1,1,309,483,False,0.17926961886153073,0
927,40385.92863,1,0,6,2500,26321.69133,1,6889.045783,6,1,9.829960013,0,1,572,165,False,0.25530197672461097,0
227,47483.56165,2,0,9,1000,48051.75928,2,19920.01541,2,1,14.57341004,2,2,403,-118,True,0.1340916118774163,0
555,38532.20485,1,0,8,1500,108264.2998,0,22537.06992,2,1,13.82718841,0,2,264,510,True,0.20868884758387465,0
755,47139.78064,2,1,10,800,130108.9709,1,13541.96822,7,2,13.63285783,1,1,406,288,False,0.2755693760751222,0
2684,75963.52527,2,4,5,2000,29523.30494,2,27950.27961,9,0,17.17647719,1,1,517,25,True,0.9267693407491197,1
2132,32741.0116,1,1,3,800,97059.93359,2,9860.290431,1,3,10.5926743,1,0,241,222,False,0.9281373626373628,1
746,52448.4796,2,3,9,1500,119634.6135,2,17730.09023,7,2,19.61548794,0,1,402,-64,True,0.3660081971262311,0
2446,55496.44548,0,0,9,2500,122439.9946,2,28387.3379,7,2,9.685475685,0,2,564,364,False,0.25990870710172187,0
631,44121.13791,2,1,3,2000,1596.802567,2,13911.57006,5,3,13.7352864,2,2,422,475,False,0.24383574811757008,0
1592,82087.78914,1,2,4,1000,117004.1313,2,9664.397571,10,2,20.48801908,1,1,325,-134,False,0.8015137729198085,1
2894,50644.14599,0,3,2,2000,6928.784089,0,14686.79859,10,0,14.62235907,1,1,340,-117,True,0.7853046577782833,1
162,72581.74532,1,0,3,1000,146826.0234,0,23052.35898,5,2,14.99730405,2,2,404,454,False,0.30055106637643403,0
219,40576.31505,1,0,3,2000,93051.77574,0,25171.63599,2,2,14.14556762,1,2,403,21,False,0.12087780989435405,0
3503,48077.25234,2,5,7,800,93012.81488,0,15212.02561,7,0,15.24444629,1,0,350,143,True,0.9930631868131867,1
2596,76070.69532,2,4,7,800,69546.2405,0,9467.764173,3,1,12.23570257,0,0,342,350,True,0.99625,1
1263,47937.75189,1,0,7,2500,135180.0038,2,14498.44476,10,1,14.24258158,1,1,340,242,False,0.296427304399247,0
1055,59593.67635,1,2,9,800,121822.6413,1,26811.76099,3,2,14.3538416,2,2,488,291,True,0.25900634752889,0
2163,52880.13088,1,5,1,2000,67420.51187,0,20041.66118,2,1,10.13134656,1,1,490,354,True,0.9513417485292486,1
547,72733.52866,2,3,4,2000,99901.0425,1,31158.94685,3,2,18.8667004,2,2,414,-29,False,0.2781604820832762,0
818,47311.1061,2,2,7,2000,99943.84647,0,27645.31819,7,1,13.6841819,2,2,569,122,False,0.17738822513271044,0
3538,65803.06184,2,1,5,2500,19856.58961,2,23932.89237,10,2,13.33773771,2,0,347,-46,False,0.9872051767676767,1
1171,31415.23384,2,1,8,1500,62065.23001,1,17326.88292,9,1,11.61468098,2,1,286,-161,False,0.2626834700387333,0
568,70345.47188,1,0,9,800,121796.2517,2,6448.981734,2,2,17.46834816,1,1,393,401,True,0.18099605786370493,0
2364,68847.46847,0,0,4,1500,139355.1037,0,14184.35163,6,2,10.38160779,2,0,356,-154,True,0.939165626040626,1
2470,73821.68415,1,4,6,800,146344.6099,0,20869.83784,10,3,14.79859291,1,0,336,275,False,0.995060606060606,1
2316,35848.45984,0,2,10,800,63533.75419,2,22306.74056,2,3,13.94582561,2,1,382,-68,True,0.5918687674661939,1
2527,62308.05872,2,2,6,1500,138465.7101,0,28504.45309,6,2,12.95023132,1,0,451,420,False,0.9616041042291041,1
611,55609.43823,2,0,8,1500,51938.55862,1,25376.73813,10,1,18.65013141,1,2,255,151,True,0.2723180475570181,0
1582,60780.37963,1,0,9,1000,124578.3943,1,24062.62524,4,0,18.49499245,2,1,342,508,True,0.23046767231306703,0
3254,67898.47643,1,1,4,2500,114469.7392,1,26743.21232,8,1,12.16857836,0,0,544,-19,False,0.9410117309161428,1
1647,37326.18408,2,4,2,2500,56616.61953,2,8470.11625,1,0,11.43702009,0,1,495,119,False,0.9274354897553426,1
742,69654.72755,2,3,8,2500,27083.9434,0,17590.66911,7,3,16.0817468,1,2,570,366,False,0.3649962929871984,0
965,78133.21754,2,0,9,1500,18666.974,2,13830.19777,1,0,10.06717392,1,2,560,48,True,0.1735265775890776,0
1952,52892.01166,2,2,2,2000,8723.664325,0,21658.30871,8,3,10.84017982,1,2,544,262,False,0.8199190960720564,1
1204,70650.53055,2,0,4,2000,133586.4848,2,13997.79913,6,0,11.8024618,1,2,302,-65,False,0.12810208625328035,0
581,54922.62551,0,0,4,1500,92128.86146,1,15758.86601,1,2,16.25460877,1,2,543,54,False,0.0950609009046509,0
3547,37907.86286,2,5,8,2000,84393.43035,2,20289.9238,1,2,16.60773072,0,0,554,361,False,0.9924038461538461,1
905,59602.58636,2,0,10,2500,71286.07353,2,25175.31769,10,0,18.87630254,0,1,324,503,False,0.32954220233670695,0
812,52543.83275,1,0,9,1000,99666.4612,1,19383.75262,5,0,12.9762613,1,2,383,96,True,0.08756000754595393,0
73,61616.69301,0,1,7,800,64295.71041,2,12385.67324,3,3,18.00467279,2,1,559,218,False,0.1533851183538684,0
48,60653.54732,1,2,2,1500,50169.97401,0,23874.27338,1,1,16.11173153,2,2,399,83,False,0.3051280826039907,0
1833,70027.73922,1,0,4,800,146626.3475,1,20748.46496,8,2,16.304163,2,2,326,436,True,0.8062693034090093,1
1064,39407.3572,2,2,2,2000,6818.441906,0,9060.405786,9,1,11.32654581,2,1,255,480,False,0.34382983050446275,0
1006,39280.76768,1,0,9,2500,13140.50443,1,10957.31333,4,2,13.53908531,0,2,244,447,True,0.19579254736491575,0
3164,33813.32025,1,5,9,1000,34999.58881,2,10465.13838,7,1,14.26134866,1,2,388,516,True,0.9551593857531357,1
1991,73207.12659,0,2,5,1500,83065.91078,2,10980.87013,4,3,15.562369,2,0,336,121,False,0.9871052836052836,1
756,66684.5429,2,2,3,2500,100147.4913,1,23806.79074,3,3,11.13123089,0,1,394,188,True,0.20354885948674645,0
1044,39114.52358,2,3,2,1500,18030.59321,0,29196.89013,3,1,12.64940212,0,1,279,-136,False,0.33158293707926084,0
1402,66985.71704,2,0,1,2000,75464.74077,2,14531.28274,1,1,11.97089608,0,2,296,198,False,0.13738520773602045,0
2784,43447.92995,1,1,1,1500,126434.3698,1,10759.74097,8,2,17.65112847,2,2,303,181,True,0.8150395346612452,1
1164,75165.13025,2,2,3,1000,15877.23707,0,13715.43686,3,0,19.28708014,1,2,252,242,False,0.1827174095254591,0
1461,75055.30613,0,0,2,1500,120797.7015,0,8737.396303,2,2,11.76156318,2,1,383,336,True,0.14645321018850438,0
3246,50704.0415,1,4,6,2000,19452.42673,0,16889.34594,10,0,9.695397016,1,0,571,153,False,0.9855537968975469,1
3513,64917.92035,1,3,6,2000,41525.70114,2,10803.70919,3,2,10.99318351,2,2,561,-64,False,0.6568894755163137,1
2991,67420.34208,2,4,5,1500,123015.3981,2,28850.58351,3,2,20.67739491,0,1,516,392,True,0.9242568432384611,1
2259,72993.36924,1,2,9,1000,119204.0542,0,14211.37834,10,3,11.69359522,2,0,326,55,False,0.9853551587301588,1
572,43568.04252,2,3,7,1000,109998.9832,1,15142.87032,6,2,19.13791264,2,2,297,-50,True,0.2537505380863547,0
1859,64899.6116,0,0,4,1500,109518.4245,1,28629.99398,8,1,16.11231057,2,0,409,245,False,0.9485967431261548,1
2989,39373.20674,0,1,6,1500,94550.31898,1,22905.68476,6,0,14.70853238,2,0,443,-142,False,0.9772989510489509,1
1509,74229.15119,1,1,7,1500,140039.5345,2,27049.59757,6,3,10.86624626,0,2,345,381,False,0.2859428220880429,0
881,76790.74182,1,0,9,2500,26046.97903,1,13492.60778,8,0,13.95567169,2,1,324,227,False,0.21260714170909042,0
2167,77747.38506,0,5,5,1000,130421.3754,1,28572.39809,8,3,19.41310753,0,0,281,-10,False,0.9965,1
2260,35241.90878,0,3,2,1500,22343.91264,1,7470.14603,6,1,10.30434912,1,2,446,396,True,0.8734701917771769,1
2045,77498.62718,0,5,1,2500,5355.357882,1,23001.00031,1,0,11.76424242,2,1,509,82,False,0.9334154268933682,1
2488,65506.23869,0,2,6,2000,112040.5316,0,29542.53657,2,3,11.85394822,1,2,250,122,True,0.6325459728180316,1
3048,65208.83508,1,1,7,1000,111858.5671,2,25892.04995,2,3,19.48755805,0,0,512,262,False,0.9573540764790764,1
2103,66919.93764,2,0,4,1000,115664.4145,2,24059.01355,3,0,11.17886406,2,1,454,-165,False,0.14953579373412965,0
1047,35657.26251,0,1,8,800,88110.70531,0,29615.54427,1,2,11.09067375,1,1,401,-56,False,0.17883156549333026,0
2177,64846.0965,0,2,3,1500,43647.56766,2,24226.83202,2,2,18.11357943,0,1,433,359,False,0.7113166055113616,1
2483,66004.79115,1,2,2,1500,122681.9925,1,15908.20287,3,2,11.78394836,0,0,313,339,True,0.9747548796233008,1
3274,66580.93178,1,0,3,1000,69389.09747,1,26308.87866,4,2,14.88894651,0,0,334,80,False,0.9750937500000001,1
259,30617.31032,0,1,7,1000,56178.36917,2,23760.49191,1,3,14.8194,0,1,515,-86,True,0.16593387270409338,0
1556,53784.5717,0,4,8,2000,20288.47692,0,17228.64097,2,3,16.17541313,2,0,298,25,False,0.9971428571428572,1
2266,48623.94593,1,5,5,1500,108802.7436,1,8788.00643,5,1,14.47062135,0,0,530,134,False,1.0,1
3201,30062.96332,0,1,9,1500,85653.09626,2,22382.07933,7,0,11.37729147,1,0,401,268,True,0.9399583333333332,1
3515,54930.82598,0,4,8,800,53290.71372,0,8681.132226,10,2,11.83022566,0,2,566,446,False,0.9636378205128205,1
1503,51945.36247,1,2,6,1500,126518.2463,2,14531.83518,3,0,19.62907301,0,1,546,322,False,0.1570033316356847,0
3233,79302.99468,0,2,1,2000,76746.62267,1,13995.06048,9,0,18.02088124,2,1,317,236,False,0.6023206627501324,1
2752,53118.77744,2,4,5,1500,67637.29349,2,6204.841617,9,2,19.29305381,0,1,553,-144,False,0.9404965926638722,1
1918,58601.56627,0,5,8,1500,32449.82689,2,16172.62473,5,1,17.92897685,2,1,327,406,True,0.9644132221944721,1
805,34067.40449,1,1,4,2500,45122.66343,1,4961.899991,4,1,19.16395254,0,1,406,373,False,0.17407526885738955,0
3221,33026.49464,1,0,2,2000,108920.7087,1,27490.42183,6,2,18.08790834,0,0,256,320,False,0.9482921626984129,1
1731,73650.17388,0,0,1,2500,88543.82449,2,5238.5885,6,2,15.19340365,1,1,366,220,False,0.2217966739143211,0
1233,66492.49859,1,2,6,2500,84387.58787,1,15961.80097,4,2,10.13676946,0,2,342,211,False,0.26839950637812493,0
2567,61680.51189,0,0,6,2500,88727.47824,0,27722.76941,9,3,10.0537809,0,1,380,484,False,0.8085127684815184,1
2351,51287.99292,0,1,2,1500,79368.73768,0,20807.33905,2,1,12.87236857,1,2,312,-30,False,0.1377608815977625,0
1924,46150.1013,1,4,10,1500,87524.63478,1,13552.73595,10,3,18.87456006,2,1,488,495,False,0.9848216471028972,1
1041,78103.41295,0,1,8,1000,20745.96846,1,21518.80388,5,3,12.35823643,0,1,513,201,True,0.2004013492634817,0
2792,59793.12582,0,2,5,1500,27702.55392,2,15375.00848,7,0,19.51290028,1,0,512,475,True,0.9675313852813855,1
1697,74020.18142,1,4,7,1000,52020.73655,1,20763.95654,3,0,18.60738781,1,1,373,358,False,0.9708050334168753,1
2111,37853.95712,0,3,9,2500,36640.89404,2,12190.4805,9,1,11.09861728,2,1,555,403,True,0.7082499602113576,1
1867,67064.51832,1,3,9,2000,64198.68195,2,25445.40634,8,2,18.22949985,0,1,463,431,True,0.9463655511155509,1
1487,65469.05011,0,0,7,1000,56518.89206,0,6896.276058,6,2,20.07617972,2,1,338,431,False,0.27161261222222893,0
2543,63036.25286,1,4,10,1500,116689.7813,1,7329.49228,5,3,11.06359508,0,2,323,206,True,0.9669053932178935,1
3187,58468.6905,1,4,8,1500,71412.82818,1,12455.24959,5,1,10.60552589,0,0,485,340,True,0.9925208333333333,1
2697,74565.33273,2,0,8,2500,84486.23043,0,20124.39016,7,3,17.95298393,2,1,522,-48,True,0.22738431599789954,0
2916,49481.34116,1,3,9,2000,43926.15076,0,23943.27927,1,3,15.80578546,1,1,381,123,False,0.8695955875265087,1
108,54666.99339,2,1,6,1500,64754.68753,2,24606.3189,3,3,13.27576608,1,2,551,226,False,0.0877972163715198,0
1993,44837.17963,2,1,8,2000,47082.97551,2,27164.45107,9,3,17.36782478,2,1,374,252,False,0.7931129666901725,1
1222,60716.76793,2,2,5,800,80139.86113,0,20247.23032,5,3,17.92566977,0,1,526,477,False,0.18768030927405946,0
3031,58163.18704,2,5,8,2000,126348.1015,0,26378.24044,6,3,13.38498394,1,0,375,57,False,0.9966666666666666,1
318,64692.34032,2,1,4,2000,1324.779279,0,18779.64066,4,3,12.57777974,1,1,345,141,False,0.1712012642878465,0
816,43609.75858,2,1,1,2000,6044.521311,1,20473.4547,4,2,11.59444815,0,2,469,55,True,0.1393742109069122,0
59,44847.74732,2,0,5,2000,56009.07904,0,29504.35423,7,1,15.49538756,1,2,356,392,False,0.14077250536915784,0
3480,75647.96498,2,3,9,2500,57743.0194,2,28355.39735,5,2,18.87823866,0,0,315,111,False,0.9439409410034411,1
3426,61301.41426,2,4,6,800,71162.75257,2,9693.207046,9,2,14.02239954,0,2,358,-115,False,0.971465177183927,1
1094,77281.79456,2,3,2,2000,53711.71407,0,30726.85081,5,0,12.13852981,2,2,481,-148,True,0.23854628235326764,0
1261,31069.6643,0,1,5,2000,146560.1738,0,11436.95986,6,2,11.68290654,1,1,382,72,False,0.2076785551050257,0
3462,58685.83233,0,3,10,2000,94426.14406,2,5472.136756,5,0,19.60730245,0,2,329,136,False,0.8688104734317972,1
857,73665.35663,1,2,5,2500,124316.7446,0,24771.2685,4,2,14.95247752,0,1,307,233,True,0.2586723601153747,0
765,56807.72163,1,0,2,1000,108480.1929,2,11696.89867,3,0,18.9292746,2,2,504,215,True,0.17604649164904593,0
2092,64589.67899,1,0,3,2000,73142.25988,2,18394.39948,9,3,10.14273661,2,0,534,93,True,0.9701456876456876,1
2913,74941.56858,2,4,10,800,94085.81805,1,30402.47039,6,3,17.96688815,2,1,501,-8,True,0.8839651365791071,1
3384,32712.50406,0,0,4,800,110606.1028,0,11331.5543,4,1,16.16517036,1,0,343,273,True,0.9739725378787878,1
2659,55080.42238,1,4,3,1000,101325.9595,0,23039.69842,3,1,10.21095985,2,0,497,348,False,0.993764880952381,1
3047,57654.25192,0,2,7,1500,76964.1817,1,26881.04119,1,2,10.72194037,1,1,352,248,True,0.6629821137754571,1
727,75069.84082,2,0,5,2500,25945.56832,0,10663.90307,6,1,10.90683564,1,1,545,-65,False,0.15566745284943814,0
2279,78239.96327,1,3,6,800,53605.41422,0,22066.64849,10,0,13.79162125,1,0,241,25,True,0.9349913900738963,1
1626,52805.04747,2,4,2,1000,8712.173265,1,18023.24218,1,1,10.12412922,1,0,403,139,False,0.9932517482517481,1
220,59556.23643,0,0,4,800,2992.73567,2,24482.45599,1,0,10.61581034,0,1,419,-45,False,0.28855123870797245,0
1667,56879.87099,2,4,2,2500,61953.44014,1,7887.198718,10,3,13.52663619,1,0,478,46,True,0.9995,1
582,55448.04181,1,0,7,800,145026.3283,0,6158.427625,5,2,16.14714403,2,1,440,454,False,0.301083574352634,0
1025,50124.34364,1,1,8,1500,144788.7656,1,14590.34094,1,0,16.32661091,0,1,355,8,True,0.1643589292651793,0
1001,59409.9874,0,0,4,1500,125427.2757,1,14581.83508,4,3,13.53042333,2,1,398,339,False,0.13227785102968928,0
1017,59005.71174,2,1,7,2500,55563.27317,2,18780.53013,1,0,11.84692429,2,1,431,453,False,0.20575279709228902,0
56,50624.63886,2,3,4,1500,135384.6635,2,18951.92758,7,0,13.81066715,2,2,415,390,True,0.2930606157006497,0
187,51374.84682,2,1,8,800,38993.26126,0,10075.34538,4,2,18.78558346,2,1,263,315,True,0.14905067124110322,0
2096,66728.12176,0,4,8,800,26552.45836,1,6435.90279,4,1,14.52483805,0,2,562,-154,True,0.9035883093622062,1
2995,53039.98394,0,4,5,1000,94986.72072,2,23028.69333,9,0,11.89080484,2,2,424,89,True,0.9673921011586453,1
2394,67165.13918,1,5,2,2500,88222.79498,1,18883.73527,7,3,12.93241886,1,2,551,288,False,0.9362818986568989,1
2073,45334.52518,2,2,9,1500,62735.01845,0,7181.750942,10,3,16.08587503,0,1,326,371,False,0.8101986925720478,1
1188,40910.52526,0,1,6,2000,122042.4648,1,19963.97453,4,3,14.170679,0,1,375,451,False,0.15703796550671556,0
468,35435.22819,2,0,9,800,139628.3673,1,12489.45662,6,0,18.80317901,2,2,278,-133,True,0.20928027994107715,0
3035,35741.96137,0,5,3,1000,55203.53856,1,26883.16826,2,2,20.64478225,0,1,382,-64,False,0.9546615704556878,1
1747,49643.47288,0,5,9,2000,19017.86856,2,18826.7562,5,2,19.0759386,1,0,255,324,False,0.9909166666666667,1
2212,36375.41875,2,3,7,1000,70596.05799,0,13590.3386,6,3,13.08049121,1,2,382,280,True,0.29027249000139865,0
226,77059.74105,1,1,6,2500,64860.88689,2,17176.97779,3,2,15.37761363,1,2,268,519,True,0.21676612809275347,0
535,62922.20197,1,2,7,1500,108592.6935,1,21198.01454,4,2,18.58639926,2,2,536,157,True,0.2519838220989536,0
871,68247.46928,2,0,3,2000,36729.08874,2,28429.06687,9,0,15.68686251,1,2,492,322,False,0.1548519335519142,0
862,79008.73551,0,1,7,2500,1254.567708,0,11137.58706,1,3,15.90274836,2,2,350,291,True,0.2121194812132313,0
2577,46503.79403,2,2,6,1500,123987.6755,1,23529.84693,7,0,10.44719554,1,0,521,318,True,0.9374814279287965,1
2590,70113.024,1,3,6,800,126367.2948,1,8612.546886,7,0,18.51368637,2,0,574,43,True,0.9566962163653341,1
2487,45207.60752,1,3,7,2000,108869.9168,2,24272.56011,3,0,11.73794196,2,2,492,495,True,0.7860176714625249,1
2031,46283.59518,0,2,10,1000,22837.72815,2,9760.442005,6,1,15.2651462,2,0,309,321,False,0.9820582611832611,1
3153,57663.17218,0,3,7,1000,1125.383538,1,10248.99582,9,3,14.70455938,1,2,532,-99,True,0.943124746780997,1
210,61152.07529,1,2,5,2500,124740.9778,2,10581.88905,4,1,10.8781344,1,2,405,269,True,0.25756527836413673,0
2836,70209.64056,2,0,6,1500,25538.24801,2,30724.79158,3,2,13.34951553,0,0,520,288,True,0.959422311348782,1
69,45514.60256,0,1,5,2000,118996.2597,2,7967.863248,5,0,13.73428603,0,2,358,343,True,0.06720165067775362,0
734,31827.04624,1,0,6,1000,142015.5499,2,10299.82374,4,0,13.64986206,2,1,546,211,True,0.17524516802641799,0
2459,64760.10067,1,5,8,1500,70324.10335,1,9972.700621,7,1,15.76715633,2,2,301,184,False,0.9820862193362194,1
3220,44706.9816,2,1,10,1000,75436.56997,2,25363.83107,6,1,17.70609001,0,2,331,-171,False,0.12958945445893977,0
3105,40814.95665,1,3,10,1500,130222.8877,2,7229.230038,4,0,13.94138678,1,1,437,15,False,0.7978717246805485,1
376,75895.36387,1,0,1,2000,43651.56546,1,25265.92433,1,1,11.93586177,1,2,290,499,False,0.24797332196742033,0
436,66124.77238,2,1,4,1500,123065.4221,2,13684.09565,2,1,17.43575033,1,2,271,21,True,0.06584657626085645,0
2383,45564.21456,0,1,9,2000,19845.36578,2,23177.91091,1,2,12.92445923,0,1,542,212,True,0.15189436303290793,0
1657,53672.07044,2,5,2,2000,53372.09257,0,19395.94141,7,1,15.8882884,1,0,411,199,False,0.99375,1
1615,29764.61514,2,2,1,2500,128771.2075,1,8718.849005,6,2,16.02245511,0,0,328,78,True,0.9507980480776534,1
208,45166.92887,2,1,10,2000,19167.05434,0,7307.04155,3,1,13.32276573,0,1,524,402,True,0.16672153948992183,0
1213,65941.03105,1,1,7,2000,73628.76114,0,9577.621044,5,1,12.98281001,1,1,266,-39,False,0.08102062018219139,0
565,34479.07467,2,1,9,2000,133285.1919,2,25565.34467,4,1,13.82444299,0,1,543,-115,True,0.1737343284510468,0
313,72287.4042,2,2,5,1000,105706.7786,1,25881.03112,5,1,14.50560719,0,1,430,184,False,0.17174188903416848,0
601,66988.53581,0,1,6,800,60339.87098,0,9392.67842,2,0,14.96228133,1,2,470,-55,True,0.10190847551141667,0
